PMID	NUM_SENT	MENTION_INI	MENTION_END	MENTION_TEXT	MENTION_TYPE	MENTION_ID	SENTENCE
21455855	6	124	137	dexamethasone	Chemical	D003907	In this setting, IMiDs-based treatments are associated with rates of VTE reaching values up to 14 to 26%, particularly when dexamethasone or chemotherapy are added.
21455855	8	147	155	warfarin	Chemical	D014859	Due to the lack of prospective randomized clinical trials, different studies have used various anticoagulant prophylaxes, including fixed low-dose warfarin (1 mg or 1.25 mg), therapeutic doses of warfarin (international normalized ratio between 2.0 and 3.0), low molecular weight heparin, or low-dose aspirin.
21455855	8	196	204	warfarin	Chemical	D014859	Due to the lack of prospective randomized clinical trials, different studies have used various anticoagulant prophylaxes, including fixed low-dose warfarin (1 mg or 1.25 mg), therapeutic doses of warfarin (international normalized ratio between 2.0 and 3.0), low molecular weight heparin, or low-dose aspirin.
21455855	8	301	308	aspirin	Chemical	D001241	Due to the lack of prospective randomized clinical trials, different studies have used various anticoagulant prophylaxes, including fixed low-dose warfarin (1 mg or 1.25 mg), therapeutic doses of warfarin (international normalized ratio between 2.0 and 3.0), low molecular weight heparin, or low-dose aspirin.
7944163	0	59	69	carmustine	Chemical	D002330	Ocular toxicity of systemic chemotherapy with megadoses of carmustine and mitomycin.
7944163	0	74	83	mitomycin	Chemical	D016685	Ocular toxicity of systemic chemotherapy with megadoses of carmustine and mitomycin.
7944163	2	136	146	carmustine	Chemical	D002330	In this article, we discuss the ocular toxicity in six patients with advanced nonpretreated colorectal cancer who received megadoses of carmustine and mitomycin with the support of autologous bone marrow transplantation.
7944163	2	151	160	mitomycin	Chemical	D016685	In this article, we discuss the ocular toxicity in six patients with advanced nonpretreated colorectal cancer who received megadoses of carmustine and mitomycin with the support of autologous bone marrow transplantation.
23680238	0	68	82	cephalosporins	Chemical	D002511	Cephalothin susceptibility testing as class representative for oral cephalosporins: is it time to move on?
23680238	1	95	106	cephalothin	Chemical	D002512	Based on current epidemiologic and resistance trends, we propose reconsideration of the use of cephalothin susceptibility to predict susceptibility to oral narrow-spectrum cephalosporins among Enterobacteriaceae, particularly in predicting cephalexin susceptibility for urinary tract isolates.
9146839	6	79	91	thioridazine	Chemical	D013881	The magnitude of improvement appeared to be greater after discontinuation with thioridazine, a low-potency agent, compared to haloperidol, a high-potency agent.
9146839	6	126	137	haloperidol	Chemical	D006220	The magnitude of improvement appeared to be greater after discontinuation with thioridazine, a low-potency agent, compared to haloperidol, a high-potency agent.
8645855	2	30	44	amphotericin B	Chemical	D000666	During a comparative trial of amphotericin B vs. fluconazole for treatment of candidemia in nonneutropenic patients, data on the management of intravascular catheters were collected.
8645855	2	49	60	fluconazole	Chemical	D015725	During a comparative trial of amphotericin B vs. fluconazole for treatment of candidemia in nonneutropenic patients, data on the management of intravascular catheters were collected.
22972055	0	0	12	Progestogens	Chemical	D011372	Progestogens with or without oestrogen for irregular uterine bleeding associated with anovulation.
22972055	0	29	38	oestrogen	Chemical	CHEBI:50114	Progestogens with or without oestrogen for irregular uterine bleeding associated with anovulation.
22972055	1	72	80	steroids	Chemical	D013256	BACKGROUND: Irregular menstrual bleeding may arise due to exogenous sex steroids, lesions of the genital tract or be associated with anovulation.
22972055	3	45	54	oestrogen	Chemical	CHEBI:50114	In anovulatory cycles there may be prolonged oestrogen stimulation of the endometrium without progesterone withdrawal and so cycles are irregular and bleeding may be heavy.
22972055	3	94	106	progesterone	Chemical	D011374	In anovulatory cycles there may be prolonged oestrogen stimulation of the endometrium without progesterone withdrawal and so cycles are irregular and bleeding may be heavy.
22972055	4	41	53	progestogens	Chemical	D011372	This is the rationale for using cyclical progestogens during the second half of the menstrual cycle, in order to provoke a regular withdrawal bleed.
22972055	5	86	95	oestrogen	Chemical	CHEBI:50114	Continuous progestogen is intended to induce endometrial atrophy and hence to prevent oestrogen-stimulated endometrial proliferation.
22972055	6	0	12	Progestogens	Chemical	D011372	Progestogens, and oestrogens and progestogens in combination, are widely used in the management of irregular menstrual bleeding, but the regime, dose and type of progestogen used vary widely, with little consensus about the optimum treatment approach.
22972055	6	18	28	oestrogens	Chemical	CHEBI:50114	Progestogens, and oestrogens and progestogens in combination, are widely used in the management of irregular menstrual bleeding, but the regime, dose and type of progestogen used vary widely, with little consensus about the optimum treatment approach.
22972055	6	33	45	progestogens	Chemical	D011372	Progestogens, and oestrogens and progestogens in combination, are widely used in the management of irregular menstrual bleeding, but the regime, dose and type of progestogen used vary widely, with little consensus about the optimum treatment approach.
22972055	7	64	76	progestogens	Chemical	D011372	OBJECTIVES: To determine the effectiveness and acceptability of progestogens alone or in combination with oestrogens in the regulation of irregular menstrual bleeding associated with oligo/anovulation.
22972055	7	106	116	oestrogens	Chemical	CHEBI:50114	OBJECTIVES: To determine the effectiveness and acceptability of progestogens alone or in combination with oestrogens in the regulation of irregular menstrual bleeding associated with oligo/anovulation.
22972055	9	56	68	progestogens	Chemical	D011372	SELECTION CRITERIA: All randomised controlled trials of progestogens (via any route) alone or in combination with oestrogens in the treatment of irregular menstrual bleeding associated with oligo/anovulation.
22972055	9	114	124	oestrogens	Chemical	CHEBI:50114	SELECTION CRITERIA: All randomised controlled trials of progestogens (via any route) alone or in combination with oestrogens in the treatment of irregular menstrual bleeding associated with oligo/anovulation.
22972055	12	65	77	progestogens	Chemical	D011372	MAIN RESULTS: No randomised trials were identified that compared progestogens with oestrogens and progestogens or with placebo in the management of irregular bleeding associated with oligo/anovulation.
22972055	12	83	93	oestrogens	Chemical	CHEBI:50114	MAIN RESULTS: No randomised trials were identified that compared progestogens with oestrogens and progestogens or with placebo in the management of irregular bleeding associated with oligo/anovulation.
22972055	12	98	110	progestogens	Chemical	D011372	MAIN RESULTS: No randomised trials were identified that compared progestogens with oestrogens and progestogens or with placebo in the management of irregular bleeding associated with oligo/anovulation.
22972055	13	86	98	progestogens	Chemical	D011372	AUTHORS' CONCLUSIONS: There is a paucity of randomised studies relating to the use of progestogens and of oestrogens and progestogens in combination in the treatment of irregular menstrual bleeding associated with anovulation.
22972055	13	106	116	oestrogens	Chemical	CHEBI:50114	AUTHORS' CONCLUSIONS: There is a paucity of randomised studies relating to the use of progestogens and of oestrogens and progestogens in combination in the treatment of irregular menstrual bleeding associated with anovulation.
22972055	13	121	133	progestogens	Chemical	D011372	AUTHORS' CONCLUSIONS: There is a paucity of randomised studies relating to the use of progestogens and of oestrogens and progestogens in combination in the treatment of irregular menstrual bleeding associated with anovulation.
15611726	0	0	7	Choline	Chemical	D002794	Choline transporters, cholinergic transmission and cognition.
15611726	2	34	41	choline	Chemical	D002794	The capacity of the high-affinity choline uptake transporter (CHT) to import choline from the extracellular space to presynaptic terminals is essential for normal acetylcholine synthesis and therefore cholinergic transmission.
15611726	2	77	84	choline	Chemical	D002794	The capacity of the high-affinity choline uptake transporter (CHT) to import choline from the extracellular space to presynaptic terminals is essential for normal acetylcholine synthesis and therefore cholinergic transmission.
15611726	2	163	176	acetylcholine	Chemical	D000109	The capacity of the high-affinity choline uptake transporter (CHT) to import choline from the extracellular space to presynaptic terminals is essential for normal acetylcholine synthesis and therefore cholinergic transmission.
10704936	0	49	59	carvedilol	Chemical	C043211	Antioxidant action of the antihypertensive drug, carvedilol, against lipid peroxidation.
10704936	1	14	24	carvedilol	Chemical	C043211	The action of carvedilol, a vasodilating, beta-adrenoceptor blocking agent, against lipid peroxidation has been the subject of many studies, but the results reported thus far are contradictory.
10704936	2	53	63	carvedilol	Chemical	C043211	In an attempt to define the antioxidant mechanism of carvedilol against lipid peroxidation, the dynamics of the action of carvedilol were studied in several oxidation systems.
10704936	2	122	132	carvedilol	Chemical	C043211	In an attempt to define the antioxidant mechanism of carvedilol against lipid peroxidation, the dynamics of the action of carvedilol were studied in several oxidation systems.
10704936	3	34	44	carvedilol	Chemical	C043211	We investigated the reactivity of carvedilol toward radicals and its inhibitory effect on lipid peroxidation induced by several kinds of initiating species such as azo compounds and metal ions in solution, micelles, membranes, and low-density lipoprotein.
10704936	3	164	167	azo	Chemical	CHEBI:33835	We investigated the reactivity of carvedilol toward radicals and its inhibitory effect on lipid peroxidation induced by several kinds of initiating species such as azo compounds and metal ions in solution, micelles, membranes, and low-density lipoprotein.
10704936	4	0	10	Carvedilol	Chemical	C043211	Carvedilol exerted poor reactivity toward phenoxyl, alkoxyl, and peroxyl radicals in acetonitrile solution nor did it show an appreciable antioxidant effect against either the peroxyl radical-induced oxidation of methyl linoleate in acetonitrile or against phosphatidylcholine liposomal membranes in aqueous suspension.
10704936	4	42	50	phenoxyl	Chemical		Carvedilol exerted poor reactivity toward phenoxyl, alkoxyl, and peroxyl radicals in acetonitrile solution nor did it show an appreciable antioxidant effect against either the peroxyl radical-induced oxidation of methyl linoleate in acetonitrile or against phosphatidylcholine liposomal membranes in aqueous suspension.
10704936	4	52	59	alkoxyl	Chemical		Carvedilol exerted poor reactivity toward phenoxyl, alkoxyl, and peroxyl radicals in acetonitrile solution nor did it show an appreciable antioxidant effect against either the peroxyl radical-induced oxidation of methyl linoleate in acetonitrile or against phosphatidylcholine liposomal membranes in aqueous suspension.
10704936	4	65	72	peroxyl	Chemical		Carvedilol exerted poor reactivity toward phenoxyl, alkoxyl, and peroxyl radicals in acetonitrile solution nor did it show an appreciable antioxidant effect against either the peroxyl radical-induced oxidation of methyl linoleate in acetonitrile or against phosphatidylcholine liposomal membranes in aqueous suspension.
10704936	4	85	97	acetonitrile	Chemical	C032159	Carvedilol exerted poor reactivity toward phenoxyl, alkoxyl, and peroxyl radicals in acetonitrile solution nor did it show an appreciable antioxidant effect against either the peroxyl radical-induced oxidation of methyl linoleate in acetonitrile or against phosphatidylcholine liposomal membranes in aqueous suspension.
10704936	4	176	183	peroxyl	Chemical		Carvedilol exerted poor reactivity toward phenoxyl, alkoxyl, and peroxyl radicals in acetonitrile solution nor did it show an appreciable antioxidant effect against either the peroxyl radical-induced oxidation of methyl linoleate in acetonitrile or against phosphatidylcholine liposomal membranes in aqueous suspension.
10704936	4	213	229	methyl linoleate	Chemical	C005575	Carvedilol exerted poor reactivity toward phenoxyl, alkoxyl, and peroxyl radicals in acetonitrile solution nor did it show an appreciable antioxidant effect against either the peroxyl radical-induced oxidation of methyl linoleate in acetonitrile or against phosphatidylcholine liposomal membranes in aqueous suspension.
10704936	4	233	245	acetonitrile	Chemical	C032159	Carvedilol exerted poor reactivity toward phenoxyl, alkoxyl, and peroxyl radicals in acetonitrile solution nor did it show an appreciable antioxidant effect against either the peroxyl radical-induced oxidation of methyl linoleate in acetonitrile or against phosphatidylcholine liposomal membranes in aqueous suspension.
10704936	4	257	276	phosphatidylcholine	Chemical	D010713	Carvedilol exerted poor reactivity toward phenoxyl, alkoxyl, and peroxyl radicals in acetonitrile solution nor did it show an appreciable antioxidant effect against either the peroxyl radical-induced oxidation of methyl linoleate in acetonitrile or against phosphatidylcholine liposomal membranes in aqueous suspension.
10704936	5	0	10	Carvedilol	Chemical	C043211	Carvedilol completely inhibited the ferric ion-induced oxidation of methyl linoleate micelles by sequestering ferric ions, but not by reducing hydroperoxide.
10704936	5	68	84	methyl linoleate	Chemical	C005575	Carvedilol completely inhibited the ferric ion-induced oxidation of methyl linoleate micelles by sequestering ferric ions, but not by reducing hydroperoxide.
10704936	5	143	156	hydroperoxide	Chemical	D006861	Carvedilol completely inhibited the ferric ion-induced oxidation of methyl linoleate micelles by sequestering ferric ions, but not by reducing hydroperoxide.
10704936	6	18	28	carvedilol	Chemical	C043211	It was shown that carvedilol enhanced the oxidation of micelles induced by either methemoglobin or peroxyl radical.
10704936	6	82	95	methemoglobin	Chemical		It was shown that carvedilol enhanced the oxidation of micelles induced by either methemoglobin or peroxyl radical.
10704936	6	99	106	peroxyl	Chemical		It was shown that carvedilol enhanced the oxidation of micelles induced by either methemoglobin or peroxyl radical.
10704936	7	0	10	Carvedilol	Chemical	C043211	Carvedilol, which was added exogenously, did not suppress the oxidation of isolated low-density lipoprotein induced by peroxyl radical or cupric ion.
10704936	7	119	126	peroxyl	Chemical		Carvedilol, which was added exogenously, did not suppress the oxidation of isolated low-density lipoprotein induced by peroxyl radical or cupric ion.
10704936	8	24	34	carvedilol	Chemical	C043211	These results show that carvedilol does not act as a radical-scavenging antioxidant, but that it does act most efficiently as an antioxidant against ferric ion-induced oxidation by sequestering ferric ion.
24276039	0	79	89	everolimus	Chemical	C107135	Response of subependymal giant cell astrocytoma with spinal cord metastasis to everolimus.
24276039	1	132	142	everolimus	Chemical	C107135	BACKGROUND: Brain subependymal giant cell astrocytomas (SEGAs) in patients with tuberous sclerosis have been reported to respond to everolimus.
24276039	3	18	28	everolimus	Chemical	C107135	He received daily everolimus at a dose of 3 mg/m for 6 weeks, which was then increased to 6 mg/m.
24276039	7	93	103	everolimus	Chemical	C107135	CONCLUSIONS: We describe a rare case of metastatic SEGA, which was successfully treated with everolimus.
8175280	0	35	44	vitamin D	Chemical	D014807	The influence of UV irradiation on vitamin D metabolism in children with chronic renal diseases.
8175280	1	64	73	vitamin D	Chemical	D014807	The aim of this study was to find out whether an improvement of vitamin D metabolism and its metabolites and a decrease of parathormones can be reached through a diet and UV irradiation.
8175280	5	45	54	vitamin D	Chemical	D014807	One can obtain the same results also by oral vitamin D therapy, although we have to point out the danger of calcinosis and stone formation which the author could frequently demonstrate, but never after UV treatment.
23144172	3	109	116	CD34(-)	Chemical		The present study examines differential angiomiR expression/secretion from CD34(+)/CD14(+), CD34(+)/CD14(-), CD34(-)/CD14(+), and CD34(-)/CD14(-) PBMC subsets and their relevance for different proangiogenic properties.
23144172	3	130	137	CD34(-)	Chemical		The present study examines differential angiomiR expression/secretion from CD34(+)/CD14(+), CD34(+)/CD14(-), CD34(-)/CD14(+), and CD34(-)/CD14(-) PBMC subsets and their relevance for different proangiogenic properties.
23144172	4	156	163	CD34(-)	Chemical		Notably, both circulating human CD34(+)/14(+) and CD34(+)/14(-) PBMC subsets and their supernatants exerted more potent proangiogenic effects compared with CD34(-) PBMC subsets.
23144172	5	0	7	MiR-126	Chemical		MiR-126 was identified as most differentially expressed angiomiR in CD34(+) compared with CD34(-) PBMC subsets, determined by miR-array and RT-PCR validation.
23144172	5	90	97	CD34(-)	Chemical		MiR-126 was identified as most differentially expressed angiomiR in CD34(+) compared with CD34(-) PBMC subsets, determined by miR-array and RT-PCR validation.
23144172	6	14	21	miR-126	Chemical		Modulation of miR-126 by anti-miR-126 or miR-mimic-126 treatment resulted in significant loss or increase of proangiogenic effects of CD34(+) PBMCs.
23144172	6	30	37	miR-126	Chemical		Modulation of miR-126 by anti-miR-126 or miR-mimic-126 treatment resulted in significant loss or increase of proangiogenic effects of CD34(+) PBMCs.
23144172	7	0	7	MiR-126	Chemical		MiR-126 levels in supernatants of CD34(+) PBMC subsets were substantially higher compared with CD34(-) PBMC subsets.
23144172	7	95	102	CD34(-)	Chemical		MiR-126 levels in supernatants of CD34(+) PBMC subsets were substantially higher compared with CD34(-) PBMC subsets.
23144172	8	0	7	MiR-126	Chemical		MiR-126 was secreted in microvesicles/exosomes, and inhibition of their release impaired CD34(+) PBMCs proangiogenic effects.
23144172	9	14	21	glucose	Chemical	D005947	Notably, high-glucose treatment or diabetes reduced miR-126 levels of CD34(+) PBMCs, associated with impaired proangiogenic properties that could be rescued by miR-mimic-126 treatment.
23144172	9	52	59	miR-126	Chemical		Notably, high-glucose treatment or diabetes reduced miR-126 levels of CD34(+) PBMCs, associated with impaired proangiogenic properties that could be rescued by miR-mimic-126 treatment.
12506022	0	0	8	Imatinib	Chemical	C097613	Imatinib therapy for hypereosinophilic syndrome and other eosinophilic disorders.
12506022	1	0	17	Imatinib mesylate	Chemical	C097613	Imatinib mesylate (Gleevec), a small molecule inhibitor of abl, kit, and platelet-derived growth factor receptor (PDGFR) tyrosine kinases, has been reported to be effective in the treatment of hypereosinophilic syndrome (HES) and a rare eosinophilia-associated chronic myeloid disorder (eos-CMD) characterized by the t(5;12)(q33;p13) cytogenetic abnormality.
12506022	1	121	129	tyrosine	Chemical	CHEBI:18186	Imatinib mesylate (Gleevec), a small molecule inhibitor of abl, kit, and platelet-derived growth factor receptor (PDGFR) tyrosine kinases, has been reported to be effective in the treatment of hypereosinophilic syndrome (HES) and a rare eosinophilia-associated chronic myeloid disorder (eos-CMD) characterized by the t(5;12)(q33;p13) cytogenetic abnormality.
12506022	2	124	132	imatinib	Chemical	C097613	In the current study, we sought to confirm the preliminary observations in HES as well as evaluate the therapeutic value of imatinib in eos-CMD that is not associated with t(5;12)(q33;p13).
12506022	3	126	134	imatinib	Chemical	C097613	Five patients with HES (all men, median age = 46 years) and 2 with eos-CMD (both men, aged 45 and 58 years) were treated with imatinib at a starting dose of 100 to 400 mg/day.
11140730	0	25	34	anthralin	Chemical	D000875	Heterocyclic substituted anthralin derivatives as inhibitors of keratinocyte growth and inducers of differentiation.
11140730	1	58	67	anthralin	Chemical	D000875	Heterocyclic substituted derivatives of the antipsoriatic anthralin were synthesized and evaluated in vitro for their antiproliferative action against keratinocytes and their ability to induce keratinocyte differentiation.
11140730	2	4	28	indole-2-carboxylic acid	Chemical	C058980	The indole-2-carboxylic acid analogue 2e exhibited the same excellent antiproliferative activity as anthralin and also induced terminal differentiation of keratinocytes.
11140730	2	100	109	anthralin	Chemical	D000875	The indole-2-carboxylic acid analogue 2e exhibited the same excellent antiproliferative activity as anthralin and also induced terminal differentiation of keratinocytes.
11140730	3	62	68	oxygen	Chemical	D010100	As a benefit of its strongly diminished potential to generate oxygen radicals, 2e did not induce damage of keratinocyte membranes.
20555368	0	0	7	Vitamin	Chemical	CHEBI:33229	Vitamin and mineral supplementation effect on muscular activity and cycling efficiency in master athletes.
20555368	2	158	160	Pl	Chemical		Master athletes were randomly assigned in a double-blind process to 1 of 2 treatment groups: antioxidant supplementation (n = 8: As group) or placebo (n = 8: Pl group) for 21 days.
20555368	7	116	118	Pl	Chemical		The knee-extensors MVF after the fatiguing exercise was reduced in similar proportions for both groups (As, -10.9%; Pl, -11.3%, p < 0.05).
20555368	10	51	57	oxygen	Chemical	D010100	Cycling efficiency decreased significantly and the oxygen uptake slow component was higher after the fatiguing exercise for both groups.
25065371	1	57	64	guanine	Chemical	D006147	Hypermutation alludes to an excessive number of specific guanine-to-adenine (G- >A) substitutions in proviral DNA and this phenomenon is attributed to the catalytic activity of cellular APOBECs.
25065371	1	68	75	adenine	Chemical	D000225	Hypermutation alludes to an excessive number of specific guanine-to-adenine (G- >A) substitutions in proviral DNA and this phenomenon is attributed to the catalytic activity of cellular APOBECs.
2109979	2	0	10	Penicillin	Chemical	D010406	Penicillin resistance is either due to the 3.2 or 4.4 Megadalton plasmid.
2109979	4	66	77	ceftriaxone	Chemical	D002443	Therefore, treatment with third generation cephalosporins such as ceftriaxone, cefotaxime or others is now generally advisable not only in the Far East and Central Africa but also in Central Europe.
2109979	4	79	89	cefotaxime	Chemical	D002439	Therefore, treatment with third generation cephalosporins such as ceftriaxone, cefotaxime or others is now generally advisable not only in the Far East and Central Africa but also in Central Europe.
9075465	0	77	86	yohimbine	Chemical	D015016	Positron emission tomography measurement of cerebral metabolic correlates of yohimbine administration in combat-related posttraumatic stress disorder.
9075465	1	179	188	yohimbine	Chemical	D015016	BACKGROUND: We have previously reported an increase in symptoms of anxiety in patients with posttraumatic stress disorder (PTSD) following administration of the beta 2-antagonist yohimbine, which stimulates brain norepinephrine release.
9075465	1	213	227	norepinephrine	Chemical	D009638	BACKGROUND: We have previously reported an increase in symptoms of anxiety in patients with posttraumatic stress disorder (PTSD) following administration of the beta 2-antagonist yohimbine, which stimulates brain norepinephrine release.
9075465	2	102	111	yohimbine	Chemical	D015016	Preclinical studies show decreased metabolism in the neocortex and the caudate nucleus with high-dose yohimbine-induced norepinephrine release, but low levels of norepinephrine release result in an increase in metabolism in these areas.
9075465	2	120	134	norepinephrine	Chemical	D009638	Preclinical studies show decreased metabolism in the neocortex and the caudate nucleus with high-dose yohimbine-induced norepinephrine release, but low levels of norepinephrine release result in an increase in metabolism in these areas.
9075465	2	162	176	norepinephrine	Chemical	D009638	Preclinical studies show decreased metabolism in the neocortex and the caudate nucleus with high-dose yohimbine-induced norepinephrine release, but low levels of norepinephrine release result in an increase in metabolism in these areas.
9075465	3	50	70	fludeoxyglucose F 18	Chemical	D019788	METHODS: We used positron emission tomography and fludeoxyglucose F 18 to measure brain metabolism in Vietnam combat veterans with PTSD (n = 10) and healthy age-matched control subjects (n = 10), following administration of yohimbine (0.4 mg/kg) or placebo in a randomized, double-blind fashion.
9075465	3	224	233	yohimbine	Chemical	D015016	METHODS: We used positron emission tomography and fludeoxyglucose F 18 to measure brain metabolism in Vietnam combat veterans with PTSD (n = 10) and healthy age-matched control subjects (n = 10), following administration of yohimbine (0.4 mg/kg) or placebo in a randomized, double-blind fashion.
9075465	4	9	18	Yohimbine	Chemical	D015016	RESULTS: Yohimbine resulted in a significant increase in anxiety in the patients with PTSD, but not in healthy subjects.
9075465	5	66	75	yohimbine	Chemical	D015016	There was a significant difference in brain metabolic response to yohimbine in patients with PTSD compared with healthy subjects in prefrontal, temporal, parietal, and orbitofrontal cortexes.
9075465	6	113	122	yohimbine	Chemical	D015016	Metabolism tended to decrease in patients with PTSD and increase in healthy subjects following administration of yohimbine.
9075465	7	83	97	norepinephrine	Chemical	D009638	CONCLUSION: These findings are consistent with our previous hypothesis of enhanced norepinephrine release in the brain with yohimbine in patients with PTSD.
9075465	7	124	133	yohimbine	Chemical	D015016	CONCLUSION: These findings are consistent with our previous hypothesis of enhanced norepinephrine release in the brain with yohimbine in patients with PTSD.
25082359	5	18	29	fluconazole	Chemical	D015725	Prior exposure to fluconazole before candidemia (22.3 vs. 11.6 %, p < 0.001) and fungemia due to Candida glabrata (13.1 vs. 7.8 %, p = 0.03) were more frequent in period 2, as was the proportion of patients receiving an echinocandin as primary therapy (18.0 vs. 5.9 %, p < 0.001).
25082359	5	220	232	echinocandin	Chemical	CHEBI:57248	Prior exposure to fluconazole before candidemia (22.3 vs. 11.6 %, p < 0.001) and fungemia due to Candida glabrata (13.1 vs. 7.8 %, p = 0.03) were more frequent in period 2, as was the proportion of patients receiving an echinocandin as primary therapy (18.0 vs. 5.9 %, p < 0.001).
25082359	7	97	112	corticosteroids	Chemical	D000305	Predictors of 30-day mortality by multivariate analysis were older age, period 1, treatment with corticosteroids and higher APACHE II score, while treatment with an echinocandin were associated with a higher probability of survival.
25082359	7	165	177	echinocandin	Chemical	CHEBI:57248	Predictors of 30-day mortality by multivariate analysis were older age, period 1, treatment with corticosteroids and higher APACHE II score, while treatment with an echinocandin were associated with a higher probability of survival.
25082359	9	11	24	echinocandins	Chemical	D054714	The use of echinocandins as primary therapy for candidemia appears to be associated with better outcomes.
10590214	0	68	90	perfluorooctanoic acid	Chemical	C023036	Effects of the rodent peroxisome proliferator and hepatocarcinogen, perfluorooctanoic acid, on apoptosis in human hepatoma HepG2 cells.
10590214	1	15	37	perfluorooctanoic acid	Chemical	C023036	The effects of perfluorooctanoic acid (PFOA), a potent hepatocarcinogen and peroxisome proliferator in rodents, on human cells have not yet been examined.
10590214	1	39	43	PFOA	Chemical	CHEBI:35549	The effects of perfluorooctanoic acid (PFOA), a potent hepatocarcinogen and peroxisome proliferator in rodents, on human cells have not yet been examined.
10590214	2	92	96	PFOA	Chemical	CHEBI:35549	In the present study we demonstrate that treatment of human hepatoblastoma HepG2 cells with PFOA induces apoptosis, as well as perturbs the cell cycle.
10590214	3	198	214	propidium iodide	Chemical	D011419	This apoptosis was characterized by electron microscopy, which revealed typical nucleosomal fragmentation (also observed as a 'DNA ladder' upon electrophoresis on agarose) and was quantitated using propidium iodide staining of cellular DNA and the terminal deoxynucleotidyl transferase-mediated dUTP nick end labeling (TUNEL) assay.
10590214	3	295	299	dUTP	Chemical	CHEBI:17625	This apoptosis was characterized by electron microscopy, which revealed typical nucleosomal fragmentation (also observed as a 'DNA ladder' upon electrophoresis on agarose) and was quantitated using propidium iodide staining of cellular DNA and the terminal deoxynucleotidyl transferase-mediated dUTP nick end labeling (TUNEL) assay.
10590214	4	144	148	PFOA	Chemical	CHEBI:35549	This process was dose- and time-dependent: apoptosis became manifest with 200 microM and maximal (45% of the cells) upon exposure to 450 microM PFOA for 24 h. Electrophoresis of the DNA from HepG2 cells exposed to 500 microM PFOA for 24 h or to 400 microM PFOA for 48 h revealed a smear typical of non-specific degradation.
10590214	4	225	229	PFOA	Chemical	CHEBI:35549	This process was dose- and time-dependent: apoptosis became manifest with 200 microM and maximal (45% of the cells) upon exposure to 450 microM PFOA for 24 h. Electrophoresis of the DNA from HepG2 cells exposed to 500 microM PFOA for 24 h or to 400 microM PFOA for 48 h revealed a smear typical of non-specific degradation.
10590214	4	256	260	PFOA	Chemical	CHEBI:35549	This process was dose- and time-dependent: apoptosis became manifest with 200 microM and maximal (45% of the cells) upon exposure to 450 microM PFOA for 24 h. Electrophoresis of the DNA from HepG2 cells exposed to 500 microM PFOA for 24 h or to 400 microM PFOA for 48 h revealed a smear typical of non-specific degradation.
10590214	5	71	75	PFOA	Chemical	CHEBI:35549	These findings indicate that in the presence of high concentrations of PFOA for long times, HepG2 cells undergo primary and secondary necrosis.
10590214	6	16	27	trypan blue	Chemical	D014343	Quantitation of trypan blue exclusion supported this conclusion.
10590214	7	112	116	PFOA	Chemical	CHEBI:35549	Flow cytometric analysis revealed that the cell cycle of HepG2 cells was perturbed by exposure to 50-150 microM PFOA.
10590214	8	207	211	PFOA	Chemical	CHEBI:35549	A 50 microM concentration resulted in a significant increase in the proportion of G(2)/M cells and, simultaneously, a decrease in the number of cells in the S phase, whereas treatment with 100 or 150 microM PFOA increased the proportion of cells in the G(0)/G(1) phase and decreased the number of cells in the G(2)/M and S phases.
10590214	9	113	129	propidium iodide	Chemical	D011419	Simultaneous flow cytometric analysis of apoptosis-associated DNA strand breaks using the TUNEL procedure and of propidium iodide staining of cellular DNA revealed DNA breaks in HepG2 cells exposed to 150 microM PFOA, prior to nuclear fragmentation.
10590214	9	212	216	PFOA	Chemical	CHEBI:35549	Simultaneous flow cytometric analysis of apoptosis-associated DNA strand breaks using the TUNEL procedure and of propidium iodide staining of cellular DNA revealed DNA breaks in HepG2 cells exposed to 150 microM PFOA, prior to nuclear fragmentation.
11915582	1	124	142	clomiphene citrate	Chemical	D002996	With the availability of laparoscopic ovarian cautery, there has been a resurgence in interest in the surgical treatment of clomiphene citrate-resistant polycystic ovary syndrome (PCOS).
11915582	4	115	133	clomiphene citrate	Chemical	D002996	Because of the potential advantages of ovarian cautery, we recommend this surgery as the next line of treatment if clomiphene citrate fails to induce ovulation in PCOS patients, before gonadotropins are introduced.
12888133	0	35	46	clopidogrel	Chemical	C055162	Comparison of clinical benefits of clopidogrel therapy in patients with acute coronary syndromes taking atorvastatin versus other statin therapies.
12888133	0	104	116	atorvastatin	Chemical	C065179	Comparison of clinical benefits of clopidogrel therapy in patients with acute coronary syndromes taking atorvastatin versus other statin therapies.
12888133	1	65	77	atorvastatin	Chemical	C065179	In clinical practice, we found no significant difference between atorvastatin therapy or other statin therapies in the clinical outcomes of patients with acute coronary syndromes receiving clopidogrel therapy.
12888133	1	189	200	clopidogrel	Chemical	C055162	In clinical practice, we found no significant difference between atorvastatin therapy or other statin therapies in the clinical outcomes of patients with acute coronary syndromes receiving clopidogrel therapy.
12888133	2	22	34	atorvastatin	Chemical	C065179	In patients receiving atorvastatin therapy, clopidogrel therapy was associated with a significant decrease in mortality and stroke during univariate analysis and a moderate trend of reduced mortality and stroke without statistical significance in the multivariate analysis.
12888133	2	44	55	clopidogrel	Chemical	C055162	In patients receiving atorvastatin therapy, clopidogrel therapy was associated with a significant decrease in mortality and stroke during univariate analysis and a moderate trend of reduced mortality and stroke without statistical significance in the multivariate analysis.
